brand,years,mileage,transmission,price
Chrysler,2018,12888,Automatic,31981
Honda,2019,11796,Automatic,13995
Dodge,2006,86431,Automatic,5990
Audi,2018,20164,Automatic,38388
Cadillac,2018,11549,Automatic,30968
Genesis,2017,64156,Automatic,20989
Chevrolet,2016,76743,Automatic,7995
Buick,2017,67399,Automatic,11995
Cadillac,2017,37086,Automatic,25988
Dodge,2014,134347,Automatic,6999
Jaguar,2014,20973,Automatic,44900
Nissan,2015,131573,CVT,8949
Toyota,2014,91468,CVT,11000
Hyundai,2017,26584,Automatic,11500
Lincoln,2019,5064,Automatic,35289
Hyundai,2016,47189,Automatic,12000
Lincoln,2016,25926,Automatic,33198
Land,2016,83747,Automatic,26795
BMW,2017,17699,Automatic,20000
Audi,2011,191667,CVT,5990
Mazda,2017,18061,Automatic,24499
Chevrolet,2017,73974,Automatic,9977
Chevrolet,2009,207606,Automatic,4877
Mazda,2018,21545,Automatic,14995
Nissan,2017,5413,CVT,17500
Honda,2019,3313,CVT,17289
Lexus,2016,42848,Automatic,23500
Chevrolet,2018,43457,Automatic,13588
Aston,2011,27395,Automatic,58000
Chrysler,2014,166821,Automatic,7750
Chevrolet,2016,115912,Automatic,5993
Subaru,2014,117581,Manual,14500
Ford,2002,129698,Automatic,15488
Toyota,2011,104131,Automatic,7490
Ford,2017,102916,Automatic,26498
Chevrolet,2008,123087,Manual,3495
Lincoln,2004,223126,Automatic,3995
Nissan,2017,79861,Automatic,8699
Mitsubishi,2015,88625,Automatic,1495
Cadillac,2016,86072,Automatic,14299
Kia,2018,24582,Manual,8999
Cadillac,2008,132271,Automatic,6775
RAM,2019,8407,Automatic,20499
Honda,2018,20124,CVT,21999
Hyundai,2018,33768,Automatic,17417
Acura,2014,114973,Automatic,13999
Chevrolet,2003,113364,Automatic,13984
Ford,2001,136094,Automatic,4995
Land,2004,201125,Automatic,2499
Mercury,2009,132678,Automatic,5965
Chevrolet,2003,131969,Automatic,4995
Lexus,2004,150057,Automatic,8242
Suzuki,2012,13054,Manual,5395
Hyundai,2015,165508,Automatic,7995
Hyundai,2016,21031,Automatic,19150
Jeep,2012,88495,Automatic,9300
Audi,2016,45766,Automatic,22990
Ford,2010,90056,Automatic,14995
Volkswagen,2019,14093,Automatic,34991
Nissan,2013,100077,Manual,4999
Chevrolet,2015,93953,Automatic,18000
Nissan,2018,46735,CVT,7995
Jaguar,2015,49155,Automatic,24750
Pontiac,2002,117359,Automatic,2995
Nissan,2020,2907,CVT,28900
Acura,2016,75435,Automatic,21950
Mazda,2018,76859,Automatic,10799
Dodge,2008,281657,Automatic,7000
BMW,2017,40162,Automatic,74964
Honda,2016,53097,Automatic,13500
Hyundai,2017,55456,Automatic,15995
Lotus,2013,72077,Other/Unknown,44201
MINI,2014,4572,Manual,11900
Nissan,2016,52817,CVT,11995
Hyundai,2015,107615,Automatic,5995
Cadillac,2016,37491,Automatic,31995
Jaguar,2011,112122,Automatic,14995
Nissan,2013,200279,Automatic,15995
INFINITI,2015,43113,Automatic,27990
Toyota,2015,5342,CVT,11495
Acura,2017,98242,Automatic,26129
Bentley,2014,52745,Automatic,67995
Saturn,2007,266008,Automatic,2995
Ford,2011,121283,Automatic,4995
Mitsubishi,2005,102001,Manual,22995
Dodge,2019,39311,Automatic,13450
Toyota,2018,8224,Automatic,22300
Volvo,2018,30616,Automatic,39900
INFINITI,2018,30672,Automatic,31795
Nissan,2018,2042,CVT,16499
Audi,2014,48803,Automatic,15990
Mercedes-Benz,2011,106603,Automatic,12990
Chevrolet,2014,4883,Automatic,9990
INFINITI,2017,32587,Automatic,25443
Alfa,2018,13641,Automatic,28097
Lincoln,2018,24764,Automatic,62000
Volvo,2013,92212,Automatic,11900
Ford,2019,3015,Automatic,19997
Cadillac,2016,64315,Automatic,35981
Chrysler,2015,105306,Automatic,14999
Subaru,2019,19512,CVT,30498
Lincoln,2005,134358,Automatic,5990
Dodge,2018,1337079,Automatic,17199
Honda,2019,3316,Automatic,29579
Chrysler,2015,148498,Automatic,8995
Toyota,2007,70796,Automatic,10990
Honda,2019,9305,CVT,16899
Chevrolet,2012,107454,Automatic,5539
Chevrolet,2019,15939,Automatic,16999
Ford,2019,7783,Manual,15689
Genesis,2019,10142,Automatic,36199
Dodge,2014,143048,Automatic,8791
Volvo,2016,60603,Automatic,38677
Hyundai,2015,110867,Automatic,5995
FIAT,2018,353,Manual,14575
Honda,2019,8211,CVT,16199
Jeep,2015,148314,Automatic,5950
Jeep,2017,44595,Automatic,22992
INFINITI,2017,37924,Automatic,33978
Subaru,2018,26518,CVT,16999
Ford,2017,1063549,Automatic,18492
INFINITI,2017,1815,Automatic,23478
Cadillac,2016,88213,Automatic,27488
Jeep,2016,6436,Automatic,19990
Mercury,2003,12379,Automatic,5999
Ferrari,2014,1614,Automatic,112900
Honda,2017,41115,Automatic,12999
Audi,2017,30196,Automatic,30990
Honda,2012,42711,Automatic,7998
Acura,2017,41308,Automatic,27289
Ford,2005,156771,Automatic,7197
Dodge,2017,189329,Automatic,8999
Lexus,2007,246394,Automatic,12375
Audi,2005,132924,Automatic,8499
Lexus,2002,213641,Automatic,7999
smart,2012,125502,Automatic,3900
Lincoln,2017,76233,CVT,19988
smart,2009,25699,Automatic,6500
Hyundai,2017,58317,Automatic,12455
Lamborghini,2020,88495,Automatic,259790
Nissan,2017,76878,CVT,9994
Mercedes-Benz,2011,139563,Automatic,12990
Buick,2001,106936,Automatic,3900
Hyundai,2014,123969,Automatic,14299
Dodge,2018,47243,Automatic,16000
Buick,2015,61613,Automatic,9995
Nissan,2014,112144,CVT,8995
Toyota,2000,28962,Automatic,980
BMW,2016,40935,Automatic,65999
Subaru,2005,223429,Automatic,8489
Jaguar,2008,159624,Automatic,5995
Chevrolet,2016,9976,Automatic,8995
Toyota,2018,38272,Automatic,22995
Honda,2016,37141,CVT,8795
Chevrolet,1984,17699,Automatic,18500
Buick,2004,138808,Automatic,5799
Nissan,2013,135113,CVT,5995
Ford,2016,40225,Automatic,9900
Jaguar,2012,202065,Automatic,13920
Lincoln,2020,6277,Automatic,68789
Kia,2017,71301,Automatic,15999
Jaguar,2011,4023,Automatic,23750
Volkswagen,2013,87105,Automatic,8995
Lincoln,2018,29861,Automatic,20900
Nissan,2017,87007,CVT,7950
Nissan,2018,53523,CVT,13500
Ford,2008,13226,Automatic,4995
Buick,2016,38827,Automatic,18000
Lincoln,2013,102913,Automatic,12891
Chevrolet,2016,73612,Automatic,9999
Hyundai,2017,26709,Automatic,5995
Nissan,2013,122654,CVT,5995
INFINITI,2013,173983,Automatic,12995
Honda,2001,107256,Manual,17895
RAM,2019,106194,Automatic,32500
Nissan,2016,44294,CVT,11795
Hyundai,2019,32508,Automatic,36990
Nissan,1991,58999,Automatic,14800
Chevrolet,2016,50003,Automatic,10995
RAM,2013,109795,Automatic,15990
Mercury,2008,101669,Automatic,7988
Hyundai,2017,56196,Automatic,11749
Nissan,2017,43486,CVT,13395
Nissan,2018,363634,Automatic,29900
MINI,2016,39408,Manual,15900
Chevrolet,2018,31276,Automatic,25499
Ford,2015,62587,Manual,14990
Subaru,2019,6225,Automatic,28500
Audi,2014,66849,Automatic,56598
Dodge,2016,109188,Automatic,8383
Ford,2018,69599,Automatic,18953
Ford,2018,40495,Automatic,19799
Saturn,2007,49734,Automatic,11690
Ford,2018,54453,Automatic,14950
Chevrolet,2014,9746,Automatic,25995
Jeep,2016,92937,Automatic,9450
Jeep,2014,52304,Automatic,14950
GMC,2017,51219,Automatic,14998
GMC,2018,40539,Automatic,23899
Dodge,2018,5799,Automatic,11500
Chevrolet,2017,38199,Automatic,11995
Buick,2016,9925,Automatic,13999
Mercedes-Benz,2019,45261,Automatic,24499
Nissan,2017,51313,CVT,10995
Honda,2015,76915,Automatic,12695
Buick,2003,13942,Automatic,4925
Ford,2016,30199,Automatic,31899
Mitsubishi,2012,3064,Manual,11488
BMW,2019,11894,Automatic,35990
Lincoln,2018,1039414,Automatic,25669
Acura,2018,18121,Automatic,21479
Chevrolet,2019,8689,Automatic,18490
Lincoln,2013,95742,Automatic,13800
Nissan,2018,12901,CVT,10999
Chevrolet,2017,90112,Automatic,11999
Honda,2018,267,CVT,21555
Honda,2018,13736,Manual,29469
Subaru,2014,168443,CVT,8277
Honda,2018,65057,Automatic,25795
Jeep,2018,31361,Automatic,25800
INFINITI,2017,29662,Automatic,22425
Acura,2018,13689,Automatic,19100
smart,2013,31697,Automatic,6990
Nissan,2017,88558,CVT,13999
Buick,2018,20001,Automatic,23099
Acura,2017,46416,Automatic,40900
Mercedes-Benz,2014,68748,Automatic,21995
INFINITI,2015,75581,Automatic,14998
Honda,2016,54305,CVT,14988
Chrysler,2008,145513,Automatic,6980
Jaguar,2000,36975,Automatic,10950
Honda,2013,129299,Automatic,11500
Ferrari,2008,20145,Manual,94991
Audi,2012,100281,Automatic,21992
Jaguar,2015,43873,Automatic,46500
Ford,2015,96015,Manual,13434
Ford,2005,153346,Automatic,12996
Ferrari,2012,19047,Automatic,109995
Audi,2019,21297,Automatic,24977
Genesis,2018,24779,Automatic,32995
Nissan,2017,414,Automatic,8995
Ferrari,2014,7823,Automatic,234500
Hyundai,2018,60299,Automatic,16400
Ford,2004,139261,Automatic,8850
Lincoln,2009,1589,Automatic,4999
Nissan,2007,221981,CVT,4400
Land,2003,131133,Automatic,3000
Toyota,2017,24761,Automatic,21299
Chrysler,2005,89777,Automatic,4000
Bentley,2017,36719,Automatic,138999
Porsche,2019,10431,Automatic,57995
Kia,2016,10392,Automatic,18983
Honda,2016,59533,CVT,12500
Chevrolet,2018,11659,Automatic,18950
Toyota,2010,220386,Automatic,6999
Honda,2010,161186,Automatic,9995
Toyota,2012,140865,CVT,7995
Buick,2011,100498,Automatic,9991
Volkswagen,2016,39865,Automatic,12000
Toyota,2019,3691,CVT,28568
Chevrolet,2019,15931,CVT,12995
Chrysler,2009,191197,Automatic,6995
Kia,2015,75623,Automatic,8900
Audi,2018,28195,Automatic,36500
Volvo,2012,124487,Automatic,11700
Honda,2013,134779,Automatic,13975
Cadillac,2020,143201,Automatic,38997
Hyundai,2014,70516,Automatic,10999
Dodge,2019,29974,Automatic,19998
Kia,2020,31741,Automatic,33000
Scion,2015,114986,Other/Unknown,9999
Ford,2016,57319,Automatic,12950
Lincoln,2018,50235,Automatic,47900
Chrysler,2015,83483,Automatic,13523
Buick,2018,35284,Automatic,22488
INFINITI,2006,230489,Automatic,8900
Jeep,2016,40265,Automatic,12995
Mazda,2014,186568,Automatic,6997
Chevrolet,2008,11421,Automatic,13315
Hyundai,2019,23824,Automatic,17414
Jaguar,2016,72215,Automatic,18518
Land,2019,11744,Automatic,29900
Pontiac,2004,73343,Other/Unknown,12584
Dodge,2018,50667,Automatic,11950
Nissan,2003,187143,Automatic,3980
Dodge,2006,28063,Manual,46900
Audi,2012,144258,Automatic,16895
Ford,2018,29731,Automatic,8990
Lexus,2015,4846,Automatic,39788
Chevrolet,2018,43926,Automatic,9995
Chevrolet,2018,26859,Automatic,27641
Audi,2017,42513,Automatic,66598
INFINITI,2018,16079,Automatic,32218
Buick,2013,127404,Automatic,9400
Chrysler,2010,8645,Automatic,12790
INFINITI,2016,31511,Automatic,16995
Honda,2013,11136,Automatic,7950
Subaru,2014,143557,CVT,7500
Ford,2016,9751,Manual,43900
Toyota,2018,15625,Automatic,16500
Dodge,2016,119689,Manual,5995
INFINITI,2018,70128,Automatic,14790
Nissan,2018,12296,CVT,12995
Nissan,2016,68912,CVT,12370
Nissan,2018,24841,CVT,19699
Subaru,2019,1345124,CVT,29999
Pontiac,2004,143413,Automatic,7995
Subaru,2017,74014,Manual,22895
Chrysler,2014,116424,Automatic,12995
GMC,2017,12689,Automatic,23359
Cadillac,2017,2526,Automatic,29488
Jeep,2015,65488,Automatic,8990
GMC,2017,7189,Automatic,14990
Chrysler,2005,138374,Automatic,5988
Ford,2017,118326,Automatic,19000
Nissan,2019,17545,CVT,25399
Buick,2017,34714,Automatic,21037
INFINITI,2018,21569,Automatic,25000
Chevrolet,2008,21838,Automatic,2995
GMC,2018,39393,Automatic,26999
Jeep,2018,46806,Automatic,14899
Buick,2017,65961,Automatic,17492
Cadillac,2016,24861,Automatic,19699
Chevrolet,2016,104358,Automatic,8799
Kia,2015,96062,Automatic,19990
GMC,2013,156556,Automatic,16500
Nissan,2013,136506,CVT,8995
Chevrolet,2019,27931,Automatic,17759
Jaguar,2011,90225,Automatic,19777
Audi,2017,45984,Automatic,27991
Chevrolet,2015,78037,Automatic,15995
Honda,2015,88946,Automatic,13995
BMW,2018,5641,Automatic,23500
Hyundai,2016,86141,Automatic,7995
BMW,2012,50103,Automatic,13500
Mitsubishi,2006,223365,Manual,23492
Toyota,2015,91584,CVT,12990
Dodge,2005,150479,Automatic,10000
Toyota,2014,89975,CVT,9398
Ford,2006,239672,Automatic,3000
Mazda,2012,127336,Automatic,10000
Honda,2016,61044,CVT,8200
Alfa,2018,18304,Automatic,26993
Kia,2020,13583,Automatic,39571
Chrysler,2005,130269,Automatic,3988
Acura,2006,143314,Automatic,999
Lincoln,2005,18207,Automatic,1999
Hyundai,2015,73958,Automatic,14899
Jeep,2018,17794,Automatic,16000
Dodge,2006,233596,Automatic,10000
Subaru,2012,35398,CVT,6500
Kia,2014,135022,Automatic,5950
Jaguar,2017,62003,Automatic,36911
Chrysler,2005,7496,Automatic,11990
Genesis,2017,53062,Automatic,32850
Chrysler,2015,65222,Automatic,9995
Chrysler,2015,49425,Automatic,13999
Buick,1989,91517,Automatic,7950
Lincoln,2009,98406,Automatic,9895
Hyundai,2009,16703,Automatic,7995
Ford,2018,62947,Automatic,16995
Hummer,2007,102281,Automatic,13595
Mercury,2011,56893,Automatic,9500
Nissan,2006,187017,Automatic,6950
Mercedes-Benz,2020,4484,Automatic,39339
Maserati,2014,93729,Automatic,27000
Cadillac,2009,35894,Automatic,12995
BMW,2017,34116,Automatic,19750
Ford,2010,22526,Automatic,3495
Lincoln,2018,70492,Automatic,20947
Kia,2017,57144,Automatic,17500
Lexus,2016,84025,Automatic,23799
BMW,2015,88304,Automatic,19800
Jaguar,2018,19147,Automatic,36850
Acura,2014,92595,Automatic,16977
Scion,2014,85703,Automatic,11900
Buick,2018,41921,Automatic,21488
Chevrolet,2016,122284,Automatic,7195
Cadillac,2006,173072,Automatic,5495
Lexus,2017,116344,CVT,13999
Cadillac,2006,20933,Automatic,16000
smart,2015,34762,Automatic,9500
Bentley,2018,1846,Automatic,149888
Land,2019,22983,Automatic,37988
Dodge,2008,230755,Automatic,3995
Volkswagen,2013,690,Automatic,11450
Chevrolet,2019,11345,CVT,10900
Audi,2019,23609,Automatic,27488
Audi,2016,36124,Automatic,27349
Ford,2015,138741,Automatic,8999
Volvo,2019,9147,Automatic,51754
Ford,2017,26738,Manual,27855
Hummer,2007,6664,Automatic,14800
Hyundai,2008,156995,Automatic,5223
Cadillac,1994,77108,Automatic,7995
Buick,2018,13831,Automatic,18172
Pontiac,2005,41865,Automatic,9950
Chrysler,2019,12444,Automatic,34987
Honda,2014,9654,Automatic,14950
Subaru,2018,156858,Manual,16998
Mazda,2012,62201,Manual,9999
Mazda,2014,86263,Automatic,5995
Chevrolet,2019,8045,Automatic,27995
Subaru,2010,20712,Manual,12498
Ford,2017,2126,Automatic,11875
Volkswagen,2013,89208,Manual,7499
Chevrolet,2019,140,Automatic,27899
Honda,2019,3575,CVT,18599
Aston,2011,69963,Automatic,46351
Pontiac,2009,176628,Automatic,9977
Alfa,2018,28623,Automatic,24273
Cadillac,2015,97428,Automatic,11000
Volkswagen,2018,27245,Automatic,11900
Dodge,2018,19284,Automatic,28000
Nissan,2016,65704,Automatic,8950
Subaru,2018,12919,CVT,21000
Toyota,2012,159307,Automatic,8935
Maserati,2015,77414,Automatic,21999
Alfa,2018,16318,Automatic,47800
Aston,2014,43789,Automatic,79888
Hummer,2002,40984,Automatic,89888
Chevrolet,2015,82461,Automatic,8088
Jeep,2017,44122,CVT,13000
RAM,2019,77108,Automatic,25990
Chevrolet,2018,22767,Automatic,23999
Honda,2019,6623,Automatic,27799
Volvo,2018,37007,Automatic,49590
Chrysler,2011,147214,Automatic,9980
RAM,2018,32735,Automatic,34998
Jeep,2014,66593,Automatic,13995
Subaru,2017,94126,CVT,12995
Acura,2008,83839,Automatic,9700
Hyundai,2012,109404,Automatic,14988
Hyundai,2017,67308,Automatic,6990
Scion,2014,104538,Automatic,9995
Lexus,2004,99214,Automatic,15999
Jeep,2001,175706,Other/Unknown,6999
Volkswagen,2017,37635,Automatic,7500
Nissan,2019,6611,CVT,25800
Audi,2017,62329,Automatic,61000
Hyundai,2017,62486,Automatic,9999
Chevrolet,2002,289466,Manual,1977
Lamborghini,2019,845,Automatic,236999
Ford,2018,67076,Automatic,9995
BMW,2018,61724,Automatic,33288
Ford,2017,53684,Automatic,17401
Buick,2010,80476,Automatic,9780
Lexus,2018,38608,Automatic,65990
Jaguar,2019,7781,Automatic,67990
BMW,2015,50482,Automatic,22495
Kia,2017,54767,Automatic,11995
Ford,2016,54553,Automatic,5995
BMW,2016,50725,Automatic,22500
Acura,2017,37974,Automatic,16995
Nissan,2014,118236,CVT,8995
Lexus,2016,35884,Automatic,47999
Mercedes-Benz,2011,140668,Automatic,10566
Bentley,2015,49742,Automatic,77498
Suzuki,2011,104585,CVT,3900
Chrysler,2015,49879,Automatic,7900
Jaguar,2012,75261,Automatic,19995
Volkswagen,1999,542238,Automatic,12995
Dodge,2011,94434,Automatic,14995
Nissan,2017,4567,CVT,12995
Nissan,2013,9138,CVT,7995
Ford,2012,175695,Automatic,5500
Volkswagen,2016,61724,Automatic,10900
Acura,2018,2786,Automatic,40490
Jaguar,2018,49118,Automatic,13999
Jaguar,2013,94612,Automatic,17742
Cadillac,2007,274447,Automatic,3990
Lamborghini,2020,334672,Automatic,276900
Ford,2010,158084,Automatic,9990
Genesis,2017,53062,Automatic,32850
MINI,2012,22378,Automatic,5500
Cadillac,2020,13931,Automatic,34995
Land,2014,85322,Automatic,29999
Maserati,2015,51903,Automatic,25995
Mercedes-Benz,2018,37744,Automatic,149488
Nissan,1996,104585,Automatic,12500
Subaru,2005,1318,Manual,9590
Lincoln,2017,4059,Automatic,39888
Jeep,2011,162918,Automatic,7995
Suzuki,2006,195317,Automatic,3995
Chevrolet,2007,284465,Automatic,10950
Chevrolet,2011,129999,Automatic,5093
Honda,2012,183917,Automatic,8895
Buick,2019,17397,Automatic,21888
Chevrolet,2018,56756,Automatic,13500
BMW,2018,11857,Automatic,18500
Nissan,2013,254391,CVT,4995
Dodge,2014,169141,Automatic,4995
Hyundai,2014,145532,Automatic,6148
Buick,2019,2639,Automatic,19990
Subaru,2018,30027,CVT,16995
Porsche,2018,33939,Automatic,77800
Mazda,2011,205952,Automatic,3999
Mitsubishi,2007,25929,Automatic,5995
Dodge,2011,201083,Automatic,4495
Cadillac,2015,79724,Automatic,36970
Bentley,2006,14352,Automatic,44900
Subaru,2019,27145,Automatic,13995
Audi,2016,74172,Automatic,23489
Volkswagen,2018,8697,Automatic,31995
Lincoln,2016,76215,Automatic,12900
Lamborghini,2019,120675,Automatic,233900
Aston,2014,35289,Automatic,77790
Lincoln,2019,25955,Automatic,30000
Honda,2017,27353,CVT,12950
Kia,2015,63314,Automatic,14990
Lexus,2015,74875,Automatic,17991
Honda,2019,5035,Automatic,36998
GMC,2017,51263,Automatic,15950
Mazda,2007,109573,Automatic,7999
GMC,2012,160419,CVT,19990
Ford,2010,142944,Automatic,14999
RAM,2017,32092,Automatic,27699
Audi,2018,39305,Automatic,23750
Buick,2016,28616,Automatic,16488
Nissan,2017,52418,CVT,13990
Dodge,2019,2637,Automatic,27990
Toyota,2017,38519,Automatic,17490
Mercury,2003,167769,Automatic,3776
Lexus,2015,74117,CVT,12950
Audi,2016,6022,Automatic,13500
Chrysler,2018,30925,Automatic,28000
Chevrolet,2018,59443,Automatic,18999
Hyundai,2016,51128,Manual,15999
Jeep,2015,104559,Other/Unknown,7099
Dodge,2015,58041,Automatic,15899
INFINITI,2013,72165,Automatic,12998
MINI,2018,52642,Other/Unknown,23999
Chevrolet,2019,19718,Automatic,26699
INFINITI,2008,211844,Automatic,8255
Ford,2017,36305,Manual,30998
Lexus,2007,195444,Automatic,11988
Chevrolet,2015,114051,Automatic,7885
Kia,2015,81905,Automatic,9995
Lexus,2013,103562,CVT,17298
Nissan,2013,154292,CVT,1
Audi,2016,91047,Automatic,19498
Buick,2016,29239,Automatic,12499
Dodge,2011,9683,Automatic,12590
Subaru,2016,36042,CVT,18916
Ford,2004,105079,Automatic,9988
Chevrolet,2003,182792,Automatic,2999
Nissan,2011,182876,CVT,2999
Jeep,2009,124924,Other/Unknown,999
Audi,2013,56077,Automatic,15495
Audi,2015,84606,Automatic,18800
Nissan,2017,43118,CVT,15399
Chevrolet,2016,52268,Automatic,10990
Dodge,2007,219241,CVT,3290
Volkswagen,2005,156853,Automatic,4585
RAM,2016,15454,Automatic,16999
BMW,2017,4845,Automatic,27500
Mitsubishi,1995,169909,Automatic,20950
BMW,2018,57572,Automatic,71000
INFINITI,2007,104011,Automatic,9995
INFINITI,2004,118131,Automatic,8338
Mercedes-Benz,2016,47165,Automatic,67488
Mercedes-Benz,2015,5371,Automatic,16990
Ford,2007,184684,Automatic,7900
Ferrari,2006,23202,Manual,99995
Chrysler,2013,144419,Automatic,5997
Honda,2012,116197,CVT,7747
Hummer,2006,15909,Manual,9995
BMW,2012,133838,Automatic,999
Acura,2017,52975,Automatic,23900
Cadillac,2004,137479,Automatic,8495
Chrysler,2016,92722,Automatic,10950
Mazda,2016,56478,Automatic,9799
Buick,2017,2669,Automatic,19593
Honda,2010,140763,Automatic,9400
Mercedes-Benz,2016,31081,Automatic,56491
Mercedes-Benz,2019,2248,Automatic,25995
BMW,2019,5129,Automatic,32995
Audi,2017,60101,Automatic,42800
Chevrolet,2016,57514,Manual,9990
Lincoln,2018,56973,Automatic,59888
GMC,2015,99563,Automatic,13942
Bentley,2016,21031,Automatic,94955
Bentley,2009,72872,Automatic,37995
Lincoln,2017,3218,Automatic,19995
Ford,2015,120675,Automatic,9500
Volkswagen,2009,156969,Automatic,3995
Chrysler,2016,100059,Automatic,6950
Chevrolet,2018,37578,Automatic,9950
Volkswagen,2019,14648,Automatic,35373
BMW,2013,8026,Automatic,12620
Dodge,2015,78999,Automatic,8499
Pontiac,2003,28233,Automatic,1995
Mercedes-Benz,2007,8003,Automatic,22888
Ford,2010,146548,Automatic,16500
Bentley,2012,42566,Automatic,63000
Hyundai,2014,30011,Automatic,9995
Nissan,2019,122284,Automatic,39950
Dodge,2019,28962,Automatic,16850
Mercedes-Benz,2015,90426,Automatic,14995
Buick,2019,7123,Automatic,23475
Bentley,2001,89602,Automatic,31997
Chevrolet,2012,141146,Automatic,4988
INFINITI,2019,12502,CVT,30000
Dodge,2018,4045,Automatic,48230
Subaru,2019,12401,CVT,29569
Acura,2020,690261,Automatic,33969
Honda,2019,22727,Automatic,22989
Buick,2010,103359,Automatic,9950
Hyundai,2019,38416,Automatic,16998
RAM,2017,9855,Automatic,13995
Chevrolet,2016,56315,Automatic,9925
GMC,2017,76741,Automatic,18950
Buick,2018,3218,Automatic,29499
Chevrolet,2006,100661,Automatic,10900
Nissan,2015,85003,CVT,9900
BMW,2015,34447,Automatic,15990
Nissan,2018,46376,CVT,16075
Chrysler,2010,105446,Automatic,8900
Ford,2018,40492,Automatic,10500
Audi,2019,3677,Automatic,39492
INFINITI,2014,103016,CVT,14980
Kia,2011,195114,Automatic,6777
Nissan,2018,16058,CVT,15895
Lexus,2015,52817,Automatic,21999
Subaru,2014,52613,Automatic,15999
Chrysler,2018,73401,Automatic,27999
Chevrolet,2019,13602,Automatic,35999
Chevrolet,2018,40355,Automatic,12999
RAM,2017,135005,Automatic,15998
Volkswagen,2019,3158,Automatic,33730
Volkswagen,2017,16095,Automatic,14988
Honda,2019,2898,Automatic,28899
Audi,2017,1376,Automatic,24689
Nissan,2013,8957,CVT,7491
Cadillac,2015,58878,Automatic,15991
Mercedes-Benz,2017,73961,Automatic,52999
Hyundai,2017,85729,Automatic,10000
Hyundai,2012,111148,Automatic,14981
Mazda,1995,128873,Automatic,5981
Lexus,2011,68074,CVT,22995
Mitsubishi,2016,129098,CVT,9977
Jeep,2008,15068,CVT,4500
Chevrolet,2014,105695,Automatic,7998
Toyota,2019,37792,CVT,15780
Volvo,2019,14578,Automatic,53900
Honda,2008,72577,Automatic,1999
GMC,2002,126617,Automatic,2499
Volkswagen,2013,95385,Automatic,9995
Nissan,2016,150622,Automatic,22900
Land,2018,42034,Automatic,38900
Mercedes-Benz,2019,5603,Automatic,174982
Maserati,2017,26811,Automatic,32388
Chevrolet,2017,43443,Automatic,6999
Lincoln,2016,98246,Automatic,20995
Ford,2016,85866,Automatic,28999
Nissan,2014,121227,CVT,6925
Volkswagen,2019,17911,Automatic,25995
Jaguar,2012,110789,Automatic,12499
Cadillac,2013,211489,Automatic,8690
FIAT,2012,51963,Automatic,6495
Dodge,2016,91901,Manual,7991
Land,2008,232682,Automatic,8995
BMW,2015,4798,Automatic,26995
Nissan,2008,141298,CVT,3895
Kia,2016,51844,Automatic,9695
Nissan,2017,48878,CVT,11995
Buick,2003,144199,Automatic,3995
Chevrolet,2016,49464,Automatic,9990
Volvo,2018,43657,Automatic,49995
Ford,2013,116451,Automatic,8573
Saturn,2008,67578,Automatic,6100
Nissan,2019,50618,Automatic,30000
Chevrolet,2010,121927,Automatic,5995
Kia,2018,25239,Automatic,21995
Dodge,2015,102762,Automatic,12990
Jaguar,2007,11578,Automatic,14990
BMW,2015,59533,Automatic,11990
BMW,2017,27314,Automatic,30800
Dodge,2013,218036,Automatic,5390
BMW,2010,86225,Other/Unknown,9229
Chrysler,2002,98149,Automatic,2300
Ford,2017,97761,Automatic,12999
Volvo,2016,47047,Automatic,22950
Lincoln,2019,9012,Automatic,34990
Nissan,2013,62275,CVT,9995
Nissan,2017,37774,CVT,8999
Hummer,2007,132142,Automatic,20500
Volvo,2005,190869,Automatic,3895
Lincoln,2009,101037,Automatic,7995
Ford,2014,84027,Automatic,7895
Mercedes-Benz,2019,1632,Automatic,159939
Ford,2017,28962,Automatic,14995
Chevrolet,2017,4811,Automatic,9500
Dodge,2013,5823,Automatic,12450
MINI,2019,28492,Automatic,27990
INFINITI,2016,46999,Automatic,27221
Saturn,2008,195666,Automatic,4500
Mercedes-Benz,2019,14644,Automatic,145995
Nissan,2018,41277,CVT,16899
Chevrolet,2008,203986,CVT,10490
Mercedes-Benz,2018,34433,Automatic,43458
INFINITI,2019,13033,Automatic,28888
Nissan,2019,56315,CVT,14850
Mercedes-Benz,2020,37007,Automatic,39990
Buick,2016,51026,Automatic,16280
Nissan,2005,202242,Automatic,5250
Nissan,2019,3617,CVT,24900
Aston,2011,4827,Automanual,65000
Volvo,2016,45726,Automatic,34598
Cadillac,2011,129191,Automatic,11900
Subaru,2006,196098,Automatic,6995
Mercury,2008,78748,Automatic,8995
Cadillac,2014,133111,Automatic,12999
Dodge,2018,82815,Automatic,20900
Lexus,2018,18072,Automatic,43900
BMW,2013,104326,Automatic,9995
Jaguar,2017,32426,Automatic,22995
Lexus,2007,220949,Automatic,11221
Dodge,2013,57853,Automatic,9500
Subaru,2012,87166,Manual,18898
INFINITI,2016,4761,Automatic,20299
Dodge,2015,87279,Manual,8337
Acura,2017,23475,Automatic,19488
Cadillac,2014,188253,Automanual,10000
Dodge,2018,58508,Automatic,25799
Nissan,2018,7696,CVT,20469
GMC,2016,4399,Automatic,16999
Cadillac,2016,18737,Automatic,48999
Mazda,2017,11041,Manual,23333
Nissan,2011,93644,Automatic,4500
Subaru,2018,4203,CVT,15869
Lexus,2016,759,Automatic,21488
